respondent_id,age_group,gender,occupation,city_tier,monthly_income,income_range,education_level,fitness_goal,fitness_level,workout_frequency,workout_consistency,daily_steps,sleep_hours,sleep_quality,stress_level,diet_quality,water_intake,health_concern_level,medical_fitness_goal,uses_fitness_app,uses_wearable,past_smartwatch_owner,digital_adoption_level,trust_in_health_data,privacy_concern_level,app_notification_preference,pref_sleep_tracking,pref_stress_monitoring,pref_hydration_reminder,pref_heart_rate,pref_diet_suggestion,pref_workout_plan,pref_personalized_report,battery_life_importance,design_importance,brand_preference,monthly_health_spend,preferred_price_range,willingness_to_pay,payment_preference,discount_sensitivity,subscription_willingness,purchase_intention,likely_to_purchase,upgrade_intention,family_influence,social_media_influence,referrals_made,health_concern_score,fitness_readiness_score,lifestyle_risk_score,digital_adoption_score,price_sensitivity_score,purchase_potential_score,engagement_score,sleep_stress_risk_category,budget_segment,customer_value_segment,feedback_text
FT101526,25-34,Female,Self-Employed,Tier 2,46900.0,25K-50K,Diploma,Weight Loss,Intermediate,6,High,8700,6.8,Average,Medium,Good,1.2,Medium,No,No,Yes,Yes,Low,Medium,High,Frequent,No,No,Yes,No,Yes,No,Yes,High,High,Budget / Value,1380.0,3K-6K,3000,Full Payment,Medium,Yes,2,No,No,Medium,Low,1,38.9,62.9,39.6,39.1,69.0,32.5,44.5,Moderate,Budget,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT101527,25-34,Male,Self-Employed,Tier 2,43200.0,25K-50K,Diploma,Better Sleep,Advanced,5,High,9900,6.9,Good,Low,Poor,2.4,Low,No,No,No,No,High,High,High,Frequent,No,Yes,Yes,No,No,No,Yes,Medium,High,Premium / Trusted,1990.0,3K-6K,5200,Full Payment,Low,No,2,No,No,Low,High,3,30.6,82.2,27.3,48.1,48.3,21.5,47.7,Low,Mid-Range,Low Value,"Reasonable device for the price, a few features could be better."
FT101528,18-24,Female,Working Professional,Tier 2,90400.0,50K-1L,Graduate,Weight Loss,Advanced,3,Medium,7400,6.7,Poor,High,Good,3.4,Medium,No,Yes,No,No,High,High,Medium,Minimal,No,Yes,No,No,No,Yes,Yes,Medium,Low,Premium / Trusted,1040.0,6K-10K,9100,EMI,Medium,No,3,No,No,High,High,6,67.9,52.0,64.1,72.0,61.7,48.8,57.1,High,Mid-Range,Medium Value,"Average experience overall, nothing special but works fine."
FT101529,18-24,Female,Student,Tier 2,15900.0,< 25K,Post Graduate,Muscle Gain,Intermediate,5,High,10700,6.4,Average,Medium,Poor,2.3,High,No,Yes,Yes,Yes,High,High,Medium,Minimal,Yes,No,Yes,Yes,Yes,Yes,No,Medium,Low,Budget / Value,580.0,3K-6K,3100,Full Payment,Medium,No,3,No,Yes,Medium,Medium,1,50.2,66.4,49.3,79.3,73.9,49.2,68.2,Moderate,Budget,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT101530,25-34,Female,Homemaker,Tier 2,34900.0,25K-50K,Graduate,Muscle Gain,Beginner,0,Low,6400,6.6,Good,Low,Good,3.4,Medium,No,Yes,No,No,High,High,Low,Minimal,Yes,No,No,Yes,No,Yes,Yes,Medium,Low,No Preference,980.0,3K-6K,3400,Full Payment,Medium,No,3,Yes,Yes,High,High,7,31.0,32.3,29.0,59.7,70.2,53.0,57.0,Low,Budget,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101531,18-24,Female,Student,Tier 3,14300.0,< 25K,Post Graduate,Muscle Gain,Beginner,1,Low,4700,6.1,Average,Medium,Good,1.8,Medium,Yes,No,No,No,Medium,High,Medium,Frequent,Yes,No,No,Yes,No,No,Yes,Medium,Medium,Premium / Trusted,840.0,3K-6K,5100,Full Payment,Low,Yes,3,No,No,High,Medium,2,50.6,25.7,52.0,31.7,56.8,43.2,42.0,Moderate,Mid-Range,Low Value,"Design is decent, battery is average, app could improve a little."
FT101532,25-34,Female,Working Professional,Tier 3,48400.0,25K-50K,Graduate,Better Sleep,Beginner,2,Medium,2100,6.2,Poor,High,Good,3.0,High,Yes,No,Yes,Yes,Low,High,Medium,Frequent,Yes,Yes,No,Yes,No,Yes,Yes,Medium,Medium,No Preference,1410.0,3K-6K,4000,Full Payment,Medium,Yes,3,Yes,Yes,Low,High,4,71.7,17.5,64.2,36.9,78.7,53.8,52.3,High,Budget,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101533,35-44,Female,Working Professional,Tier 3,24700.0,< 25K,High School,Weight Loss,Intermediate,4,High,6100,6.9,Average,Medium,Good,2.0,Medium,No,Yes,No,No,Medium,Medium,Medium,Moderate,No,No,Yes,Yes,No,No,No,Medium,Medium,Premium / Trusted,1100.0,3K-6K,5400,Full Payment,Medium,Yes,2,No,No,Medium,Low,1,45.7,47.4,37.1,50.9,73.4,33.9,52.4,Moderate,Mid-Range,Low Value,"Reasonable device for the price, a few features could be better."
FT101534,18-24,Male,Student,Tier 1,18400.0,< 25K,Diploma,General Fitness,Beginner,0,Low,6900,6.1,Poor,High,Good,2.8,High,No,No,Yes,Yes,High,High,Low,Frequent,No,Yes,No,Yes,No,Yes,Yes,High,High,Budget / Value,1170.0,3K-6K,4300,Full Payment,High,No,3,No,No,High,High,3,78.4,21.6,71.1,65.2,90.0,37.2,58.0,High,Budget,Low Value,Customer support was slow and the device disconnects from the app often.
FT101535,25-34,Female,Working Professional,Tier 2,108500.0,1L-2L,Post Graduate,Better Sleep,Beginner,0,Low,800,5.5,Poor,High,Good,3.3,High,Yes,No,No,No,High,High,Medium,Frequent,Yes,No,No,Yes,Yes,Yes,Yes,High,Medium,Budget / Value,2390.0,6K-10K,6000,Full Payment,High,Yes,4,Yes,No,Medium,Medium,1,72.3,3.8,70.9,39.8,83.9,61.5,53.4,High,Mid-Range,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT101536,35-44,Male,Working Professional,Tier 2,102900.0,1L-2L,Graduate,Better Sleep,Beginner,0,Low,3900,7.4,Good,Low,Average,1.7,Low,Yes,No,Yes,No,Medium,Medium,Low,Moderate,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,High,Budget / Value,1410.0,3K-6K,5100,Full Payment,Low,No,4,Yes,Yes,High,Medium,1,33.2,29.5,39.2,55.6,41.9,59.4,60.5,Low,Mid-Range,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101537,35-44,Female,Working Professional,Tier 1,104200.0,1L-2L,Post Graduate,General Fitness,Intermediate,4,High,2900,7.5,Good,Medium,Average,0.8,Medium,No,Yes,Yes,No,Medium,Medium,Medium,Frequent,Yes,Yes,No,No,No,No,Yes,High,High,Premium / Trusted,5440.0,6K-10K,7500,Full Payment,Medium,No,3,No,No,Medium,Medium,0,37.3,46.6,40.4,69.4,61.7,48.6,70.1,Low,Mid-Range,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT101538,35-44,Female,Self-Employed,Tier 2,49700.0,25K-50K,Diploma,Muscle Gain,Intermediate,5,High,6100,6.4,Poor,Medium,Poor,3.8,High,No,No,Yes,No,High,High,Low,Moderate,No,Yes,Yes,Yes,Yes,Yes,Yes,Medium,High,No Preference,3290.0,3K-6K,4400,Full Payment,Medium,No,4,Yes,Yes,High,High,3,66.4,51.7,65.2,63.7,66.9,64.9,59.0,High,Budget,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101539,25-34,Male,Self-Employed,Tier 1,82500.0,50K-1L,Graduate,Stress Management,Beginner,0,Low,4600,6.7,Poor,High,Poor,2.7,High,No,No,Yes,Yes,High,Medium,High,Moderate,Yes,No,Yes,No,Yes,Yes,Yes,High,Medium,Budget / Value,2930.0,6K-10K,6000,Full Payment,Low,No,4,Yes,No,Medium,High,3,92.2,14.7,84.9,60.6,50.5,58.0,53.6,High,Mid-Range,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT101540,35-44,Male,Self-Employed,Tier 1,151600.0,1L-2L,Post Graduate,Stress Management,Beginner,3,Medium,6400,6.7,Average,Medium,Average,2.2,Medium,No,Yes,No,No,High,High,High,Moderate,No,Yes,Yes,No,No,No,Yes,High,High,No Preference,6640.0,6K-10K,8200,Full Payment,High,No,3,No,No,Low,Low,0,50.6,41.4,50.2,60.6,80.9,42.4,60.1,Moderate,Mid-Range,Low Value,Hard to set up for beginners and too many confusing notifications.
FT101541,18-24,Male,Student,Tier 1,20900.0,< 25K,Post Graduate,Better Sleep,Intermediate,4,High,6700,7.4,Average,High,Poor,2.2,High,Yes,Yes,No,No,High,Medium,High,Moderate,Yes,No,Yes,Yes,Yes,No,Yes,High,Medium,No Preference,370.0,3K-6K,5800,Full Payment,Medium,Yes,4,Yes,No,High,Medium,0,61.2,48.1,65.8,60.5,72.2,70.3,68.6,High,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101542,25-34,Female,Working Professional,Tier 1,62600.0,50K-1L,High School,Better Sleep,Intermediate,2,Medium,3700,6.5,Poor,Medium,Good,0.6,Medium,No,Yes,Yes,Yes,High,High,Low,Moderate,Yes,No,Yes,No,No,No,Yes,High,High,Budget / Value,2410.0,3K-6K,4800,Full Payment,High,No,4,Yes,Yes,Low,High,4,54.9,28.8,53.2,89.6,81.6,59.4,70.2,High,Budget,Medium Value,"Affordable, lightweight and the companion app is very beginner friendly."
FT101543,18-24,Male,Working Professional,Tier 1,91800.0,50K-1L,Post Graduate,General Fitness,Beginner,0,Low,800,5.9,Poor,High,Poor,2.5,High,Yes,Yes,No,No,High,High,Medium,Moderate,No,Yes,No,No,Yes,No,No,High,Medium,Budget / Value,3360.0,3K-6K,4800,Full Payment,Low,No,3,No,No,High,Medium,1,91.8,6.8,89.3,65.2,42.1,49.2,57.4,High,Budget,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT101544,25-34,Male,Working Professional,Tier 2,35900.0,25K-50K,Graduate,Muscle Gain,Beginner,0,Low,4200,6.5,Average,High,Poor,1.9,Medium,No,No,Yes,Yes,Medium,Low,Low,Minimal,No,Yes,Yes,Yes,Yes,Yes,Yes,High,High,No Preference,560.0,6K-10K,6500,Full Payment,Low,No,4,Yes,No,Low,Medium,1,76.7,23.0,77.7,55.3,51.8,56.9,49.1,High,Mid-Range,Medium Value,"Affordable, lightweight and the companion app is very beginner friendly."
FT101545,25-34,Female,Working Professional,Tier 2,71400.0,50K-1L,Post Graduate,General Fitness,Advanced,4,High,6900,6.1,Poor,Medium,Poor,2.3,Low,No,No,No,No,High,High,Low,Minimal,No,No,Yes,No,Yes,No,Yes,Medium,Medium,No Preference,4420.0,3K-6K,5200,Full Payment,Medium,No,3,No,No,Low,High,1,67.6,50.0,63.9,47.6,71.9,42.5,33.5,High,Mid-Range,Low Value,The battery drains too quickly and charging takes very long.
FT101546,18-24,Male,Student,Tier 1,46500.0,25K-50K,Graduate,Weight Loss,Intermediate,5,High,5800,6.1,Poor,High,Poor,2.3,High,No,No,No,No,Medium,High,Medium,Moderate,No,Yes,Yes,Yes,No,No,No,High,Medium,Premium / Trusted,2930.0,3K-6K,5300,Full Payment,High,Yes,3,No,No,Medium,High,5,76.0,52.8,77.6,27.9,77.2,44.0,33.6,High,Mid-Range,Low Value,The app keeps crashing and the notifications are unreliable.
FT101547,35-44,Female,Self-Employed,Tier 1,69100.0,50K-1L,Graduate,Better Sleep,Beginner,1,Low,4200,7.4,Average,Medium,Poor,0.5,Medium,No,Yes,No,No,Medium,High,Medium,Moderate,Yes,No,Yes,No,Yes,Yes,No,High,High,No Preference,4360.0,3K-6K,4500,Full Payment,Medium,Yes,3,No,No,Medium,Medium,1,62.1,26.5,68.5,51.7,68.5,48.7,61.2,Moderate,Budget,Medium Value,"Average experience overall, nothing special but works fine."
FT101548,25-34,Male,Working Professional,Tier 3,55900.0,50K-1L,Graduate,Muscle Gain,Intermediate,2,Medium,6200,6.5,Poor,High,Average,2.7,High,No,No,No,No,Medium,High,High,Minimal,Yes,No,No,Yes,No,Yes,Yes,Low,Low,No Preference,1020.0,3K-6K,3900,Full Payment,Medium,No,2,No,No,Low,High,2,77.6,36.3,77.8,26.7,71.7,28.5,30.5,High,Budget,Low Value,"The watch is okay, does the basic job of counting steps."
FT101549,18-24,Male,Working Professional,Tier 1,148600.0,1L-2L,Post Graduate,Weight Loss,Intermediate,3,Medium,5900,5.9,Poor,High,Poor,2.5,Medium,No,No,Yes,Yes,High,High,High,Minimal,Yes,No,No,Yes,Yes,Yes,No,Medium,High,No Preference,1210.0,6K-10K,7800,Full Payment,Medium,Yes,3,No,No,High,High,2,78.7,35.8,78.8,68.6,61.3,49.7,45.2,High,Mid-Range,Medium Value,"Reasonable device for the price, a few features could be better."
FT101550,18-24,Male,Student,Tier 2,16400.0,< 25K,Diploma,Muscle Gain,Beginner,0,Low,3200,5.3,Poor,High,Good,2.6,High,No,Yes,No,No,High,High,High,Minimal,No,Yes,No,No,No,Yes,Yes,Medium,High,Premium / Trusted,870.0,6K-10K,7100,Full Payment,Medium,No,3,No,No,Medium,High,6,76.7,14.9,68.8,62.1,76.3,39.0,53.6,High,Mid-Range,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT101551,25-34,Male,Working Professional,Tier 2,66700.0,50K-1L,Graduate,General Fitness,Beginner,2,Medium,5300,6.8,Average,Medium,Average,2.2,Low,No,Yes,No,No,Medium,High,Low,Frequent,No,No,No,Yes,No,No,Yes,Medium,Medium,Premium / Trusted,1470.0,6K-10K,6400,Full Payment,Medium,No,3,No,No,Medium,Medium,1,56.6,36.7,52.7,56.5,72.0,39.7,61.3,Moderate,Mid-Range,Low Value,The battery drains too quickly and charging takes very long.
FT101552,25-34,Male,Working Professional,Tier 2,42100.0,25K-50K,Graduate,Weight Loss,Advanced,4,High,6100,6.7,Average,Medium,Average,2.3,Medium,No,No,Yes,No,Medium,Medium,Medium,Moderate,No,No,No,No,Yes,No,No,High,High,Premium / Trusted,1680.0,3K-6K,5800,Full Payment,High,No,2,No,No,Medium,Medium,0,39.4,55.1,43.9,49.7,88.9,31.4,32.7,Moderate,Mid-Range,Low Value,The battery life is excellent and lasts almost a week on a single charge.
FT101553,25-34,Female,Working Professional,Tier 3,38300.0,25K-50K,Graduate,Muscle Gain,Beginner,0,Low,3100,7.0,Average,Medium,Average,2.4,Low,Yes,No,Yes,Yes,Medium,High,Low,Minimal,No,No,Yes,No,No,Yes,Yes,High,High,No Preference,1410.0,< 3K,2500,Full Payment,High,Yes,3,No,Yes,Medium,Medium,0,54.5,17.9,58.9,51.7,93.2,44.9,35.0,Moderate,Budget,Low Value,"Average experience overall, nothing special but works fine."
FT101554,18-24,Male,Student,Tier 2,26100.0,25K-50K,Graduate,Stress Management,Beginner,2,Medium,30000,6.4,Average,Medium,Poor,2.5,Low,No,Yes,Yes,Yes,High,Low,Medium,Moderate,Yes,No,No,No,Yes,No,No,Low,Medium,Budget / Value,1050.0,3K-6K,4100,Full Payment,Low,Yes,3,No,No,Low,Medium,2,58.7,35.4,61.3,82.4,45.7,41.9,63.4,Moderate,Budget,Low Value,The battery drains too quickly and charging takes very long.
FT101555,35-44,Male,Self-Employed,Tier 3,41600.0,25K-50K,Graduate,General Fitness,Intermediate,5,High,10400,6.2,Average,Low,Poor,2.3,High,No,No,No,No,Medium,Low,Medium,Moderate,Yes,Yes,No,Yes,No,No,No,Medium,High,No Preference,1360.0,3K-6K,3100,Full Payment,Medium,Yes,3,No,No,Low,High,3,39.8,64.2,38.9,24.3,68.8,35.9,32.4,Low,Budget,Low Value,The battery drains too quickly and charging takes very long.
FT101556,45-54,Male,Working Professional,Tier 3,50300.0,50K-1L,Graduate,Weight Loss,Beginner,4,High,8800,5.5,Poor,High,Good,2.5,High,No,Yes,No,No,Medium,Medium,Medium,Moderate,Yes,No,Yes,Yes,No,Yes,Yes,Medium,High,Premium / Trusted,360.0,6K-10K,6900,Full Payment,Medium,Yes,3,No,No,Medium,Medium,1,63.7,41.3,51.0,50.1,71.0,48.5,65.0,High,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101557,25-34,Male,Working Professional,Tier 1,94200.0,50K-1L,Graduate,Muscle Gain,Intermediate,2,Medium,4000,6.0,Poor,High,Average,3.8,High,No,Yes,No,No,High,High,Low,Frequent,Yes,Yes,No,Yes,Yes,No,Yes,High,Medium,Premium / Trusted,2260.0,6K-10K,9600,EMI,Low,Yes,5,Yes,No,Medium,High,4,82.3,32.6,74.2,66.2,43.4,79.5,77.6,High,Mid-Range,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT101558,35-44,Female,Self-Employed,Tier 1,140800.0,1L-2L,Graduate,Weight Loss,Beginner,1,Low,5200,6.7,Average,Medium,Poor,1.7,Medium,No,No,No,Yes,Medium,High,Low,Moderate,Yes,Yes,No,Yes,Yes,No,No,Medium,Medium,No Preference,8590.0,6K-10K,7300,Full Payment,High,No,3,No,Yes,Medium,Medium,0,62.4,32.4,62.9,35.7,74.6,46.7,40.6,Moderate,Mid-Range,Medium Value,"The watch is okay, does the basic job of counting steps."
FT101559,45-54,Male,Working Professional,Tier 1,81800.0,50K-1L,Graduate,Better Sleep,Beginner,2,Medium,6000,6.6,Average,Medium,Average,2.0,Medium,Yes,No,No,No,Low,Medium,Medium,Minimal,Yes,No,Yes,No,Yes,Yes,No,Medium,High,No Preference,2470.0,6K-10K,6000,Full Payment,High,No,3,No,No,High,Medium,1,51.1,34.9,50.0,7.4,82.7,37.0,23.7,Moderate,Mid-Range,Low Value,I am worried about my health data privacy and how it is stored.
FT101560,55+,Other,Retired,Tier 1,99900.0,50K-1L,Post Graduate,Weight Loss,Beginner,3,Medium,5000,6.2,Average,Medium,Average,3.7,Medium,No,Yes,No,Yes,Low,Medium,Low,Frequent,Yes,No,Yes,Yes,Yes,Yes,No,Medium,Medium,Budget / Value,2390.0,6K-10K,7300,Full Payment,Low,No,3,No,Yes,Medium,Low,1,48.8,34.3,51.0,42.0,47.4,50.4,69.1,Moderate,Mid-Range,Medium Value,"Reasonable device for the price, a few features could be better."
FT101561,25-34,Male,Working Professional,Tier 2,66900.0,50K-1L,Graduate,Better Sleep,Advanced,2,Medium,4400,6.5,Average,Medium,Poor,2.2,Medium,No,Yes,No,Yes,High,Medium,Low,Minimal,Yes,No,No,No,Yes,Yes,Yes,Medium,Medium,No Preference,520.0,3K-6K,3500,Full Payment,High,Yes,2,No,Yes,High,Low,0,54.5,42.0,60.0,62.3,86.5,33.1,57.9,Moderate,Budget,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT101562,45-54,Male,Working Professional,Tier 1,110200.0,1L-2L,Diploma,Weight Loss,Intermediate,3,Medium,7500,5.6,Poor,Medium,Poor,3.0,Medium,Yes,No,No,No,Medium,Medium,High,Frequent,Yes,No,Yes,No,Yes,Yes,No,Low,High,Premium / Trusted,3250.0,6K-10K,8400,EMI,Low,No,4,Yes,No,Low,Medium,2,72.0,51.1,72.6,26.5,43.5,61.5,44.4,High,Mid-Range,Medium Value,Comfortable to wear all day and the stress tracking is genuinely useful.
FT101563,45-54,Male,Working Professional,Tier 1,67100.0,50K-1L,Graduate,Weight Loss,Intermediate,3,Medium,8800,5.8,Poor,Low,Good,2.4,Medium,Yes,Yes,No,Yes,Medium,Medium,Low,Frequent,Yes,Yes,Yes,No,No,No,Yes,High,High,Budget / Value,1210.0,3K-6K,5600,Full Payment,Low,No,4,Yes,Yes,Low,Medium,1,41.0,45.6,45.5,50.9,50.0,54.6,68.0,Moderate,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101564,35-44,Male,Self-Employed,Tier 1,53300.0,50K-1L,High School,General Fitness,Beginner,0,Low,800,5.8,Poor,High,Average,2.1,High,No,Yes,No,No,Medium,High,Low,Moderate,Yes,No,Yes,Yes,No,Yes,Yes,High,Medium,Premium / Trusted,2100.0,6K-10K,8100,EMI,Low,No,4,Yes,No,Low,Medium,1,77.3,9.9,79.7,51.9,51.1,65.9,65.6,High,Mid-Range,Medium Value,"I love the sleep tracking, it is accurate and easy to understand."
FT101565,25-34,Female,Working Professional,Tier 2,46400.0,25K-50K,Diploma,Stress Management,Intermediate,1,Low,7100,6.0,Poor,High,Average,3.1,High,Yes,Yes,No,No,High,High,High,Frequent,Yes,Yes,No,Yes,No,No,No,Medium,High,Premium / Trusted,2360.0,6K-10K,6400,Full Payment,Low,No,4,Yes,No,Medium,Medium,1,81.3,29.4,80.7,58.3,56.7,54.9,66.3,High,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT101566,18-24,Male,Working Professional,Tier 2,80900.0,50K-1L,Post Graduate,Medical / Recovery,Beginner,1,Low,6200,7.1,Good,Low,Poor,2.7,Low,Yes,No,No,No,High,High,High,Frequent,No,No,No,No,Yes,Yes,Yes,Medium,Medium,No Preference,760.0,3K-6K,3600,Full Payment,Low,No,3,No,Yes,High,Medium,1,43.7,34.2,44.9,53.1,51.6,50.9,49.4,Low,Budget,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT101567,18-24,Male,Student,Tier 3,20000.0,< 25K,Graduate,General Fitness,Intermediate,3,Medium,6700,7.3,Good,Medium,Poor,1.1,Low,No,No,No,Yes,High,High,Medium,Frequent,Yes,Yes,Yes,No,Yes,No,No,High,High,Premium / Trusted,910.0,3K-6K,4200,Full Payment,High,Yes,2,No,Yes,Low,Medium,0,45.6,56.5,49.2,42.2,94.0,21.9,49.9,Low,Budget,Low Value,Hard to set up for beginners and too many confusing notifications.
FT101568,25-34,Female,Working Professional,Tier 1,100200.0,1L-2L,Graduate,General Fitness,Beginner,3,Medium,5900,5.9,Poor,High,Poor,2.4,High,Yes,Yes,Yes,Yes,Medium,Medium,High,Minimal,Yes,Yes,No,Yes,Yes,Yes,Yes,High,Medium,No Preference,850.0,6K-10K,7200,Full Payment,High,No,3,No,No,High,Medium,1,80.4,30.5,91.5,69.1,82.1,42.5,68.9,High,Mid-Range,Low Value,Customer support was slow and the device disconnects from the app often.
FT101569,25-34,Female,Self-Employed,Tier 1,133400.0,1L-2L,Post Graduate,Weight Loss,Intermediate,4,High,8100,6.3,Average,Medium,Average,1.5,Medium,No,Yes,No,No,Medium,Medium,Low,Minimal,Yes,Yes,Yes,Yes,No,No,No,High,Low,Budget / Value,5750.0,6K-10K,7900,Full Payment,Medium,Yes,3,No,No,Low,Medium,0,41.2,53.1,45.0,46.5,65.7,42.5,52.4,Moderate,Mid-Range,Low Value,"Too expensive for the features offered, the price could be lower."
FT101570,25-34,Female,Working Professional,Tier 3,30700.0,25K-50K,Diploma,Muscle Gain,Beginner,3,Medium,5100,5.9,Poor,Medium,Good,3.3,High,No,Yes,No,Yes,Medium,High,Medium,Moderate,Yes,No,No,Yes,No,Yes,Yes,Medium,Low,Premium / Trusted,480.0,3K-6K,5300,Full Payment,Medium,Yes,4,Yes,Yes,Medium,High,2,59.2,32.3,56.6,55.7,78.6,59.2,62.6,High,Mid-Range,Medium Value,"Affordable, lightweight and the companion app is very beginner friendly."
FT101571,25-34,Female,Working Professional,Tier 2,32900.0,25K-50K,High School,General Fitness,Beginner,1,Low,3800,5.6,Poor,High,Good,3.7,High,No,Yes,No,No,High,High,High,Moderate,No,No,No,Yes,No,Yes,Yes,Medium,High,Premium / Trusted,940.0,6K-10K,6300,Full Payment,High,No,3,No,No,Low,High,3,75.3,17.7,68.1,66.5,84.7,48.7,62.1,High,Mid-Range,Medium Value,Hard to set up for beginners and too many confusing notifications.
FT101572,25-34,Female,Working Professional,Tier 2,40600.0,25K-50K,High School,Better Sleep,Intermediate,2,Medium,2500,5.3,Poor,Medium,Poor,3.8,High,No,Yes,No,Yes,Low,Medium,Medium,Moderate,Yes,No,No,No,Yes,Yes,No,High,Medium,Premium / Trusted,580.0,3K-6K,5600,Full Payment,Medium,No,3,No,No,Low,Medium,0,70.7,29.5,72.5,41.2,70.4,42.5,53.3,High,Mid-Range,Low Value,"Design is decent, battery is average, app could improve a little."
FT101573,35-44,Female,Homemaker,Tier 2,19900.0,< 25K,Diploma,General Fitness,Beginner,1,Low,1000,5.1,Poor,Medium,Poor,2.6,High,No,No,No,No,Medium,High,Low,Minimal,Yes,No,No,No,Yes,Yes,No,Medium,High,Budget / Value,810.0,< 3K,2700,Full Payment,High,No,2,No,No,Medium,Medium,0,72.4,11.1,76.5,27.9,91.6,26.2,26.6,High,Budget,Low Value,The app keeps crashing and the notifications are unreliable.
FT101574,18-24,Female,Self-Employed,Tier 1,77700.0,50K-1L,Graduate,Stress Management,Beginner,2,Medium,9400,5.6,Poor,Medium,Poor,1.9,Medium,No,Yes,Yes,Yes,High,High,Medium,Moderate,No,Yes,No,Yes,Yes,No,No,Medium,High,Budget / Value,4310.0,6K-10K,6300,Full Payment,Low,No,5,Yes,No,Medium,High,2,73.1,36.7,68.7,100.0,43.5,83.7,73.9,High,Mid-Range,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT101575,18-24,Male,Student,Tier 3,14000.0,< 25K,Post Graduate,Better Sleep,Advanced,6,High,9700,6.9,Average,Low,Good,2.6,Low,No,Yes,No,Yes,Medium,High,High,Minimal,No,Yes,Yes,Yes,No,No,Yes,Medium,Medium,Budget / Value,480.0,< 3K,2900,Full Payment,Low,Yes,3,No,No,Low,Low,0,26.7,76.8,31.8,52.6,52.5,38.4,54.6,Low,Budget,Low Value,I am worried about my health data privacy and how it is stored.
FT101576,35-44,Female,Self-Employed,Tier 2,77900.0,50K-1L,Graduate,Weight Loss,Beginner,1,Low,4500,5.9,Poor,Medium,Average,2.3,Medium,No,No,No,No,High,High,High,Moderate,No,Yes,Yes,Yes,Yes,Yes,Yes,Medium,High,No Preference,4840.0,3K-6K,5800,Full Payment,Medium,No,3,Yes,Yes,Medium,Medium,2,72.0,19.9,73.1,53.5,65.0,52.9,55.4,High,Mid-Range,Medium Value,The personalized health reports keep me motivated to stay consistent.
FT101577,45-54,Male,Working Professional,Tier 2,46800.0,25K-50K,Diploma,General Fitness,Intermediate,2,Medium,5100,6.3,Average,Low,Good,4.2,Low,No,No,No,No,Low,Medium,Medium,Minimal,Yes,No,Yes,No,No,Yes,Yes,Medium,High,No Preference,350.0,3K-6K,4600,Full Payment,High,No,2,No,No,Low,Medium,0,31.8,36.2,33.4,16.8,93.6,16.4,27.0,Low,Budget,Low Value,The battery drains too quickly and charging takes very long.
FT101578,55+,Female,Retired,Tier 2,56100.0,50K-1L,Graduate,Better Sleep,Intermediate,4,High,5900,6.3,Poor,Medium,Average,3.3,High,No,No,Yes,Yes,Low,Medium,Low,Moderate,Yes,Yes,Yes,Yes,No,No,No,High,Low,Budget / Value,1530.0,3K-6K,4200,Full Payment,Medium,Yes,3,No,No,Medium,Medium,0,59.1,43.1,55.2,33.8,63.4,40.9,40.0,High,Budget,Low Value,"Reasonable device for the price, a few features could be better."
FT101579,45-54,Female,Self-Employed,Tier 1,51000.0,50K-1L,High School,General Fitness,Intermediate,4,High,6800,6.4,Average,Low,Average,2.5,Low,No,No,Yes,No,Low,High,Medium,Moderate,Yes,No,Yes,Yes,Yes,No,No,Medium,Medium,No Preference,1310.0,3K-6K,5600,Full Payment,Medium,No,3,No,No,Medium,Low,1,31.9,49.5,32.9,41.6,70.6,38.7,42.7,Low,Mid-Range,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT101580,45-54,Male,Working Professional,Tier 1,107200.0,1L-2L,Graduate,Muscle Gain,Beginner,3,Medium,6500,6.3,Average,Medium,Average,3.1,Medium,No,Yes,No,No,Low,Low,Low,Moderate,Yes,No,Yes,No,No,Yes,Yes,Medium,High,Premium / Trusted,2640.0,6K-10K,7800,Full Payment,Low,Yes,3,No,No,Low,Low,1,54.6,39.0,48.1,37.4,40.9,42.3,56.2,Moderate,Mid-Range,Low Value,"Too expensive for the features offered, the price could be lower."
